Network Management Card AOS v6.4.6
RPDU 2g APP v6.4.6
NMC Serial Number: ZA1817026881

Model Number: AP8858EU3
RPDU Serial Number: ZA1818021379
Hardware Revision: 02
NMC BM Version: 1.0.8

Date     	Time     	Name	Contact	Location	System IP
02/21/2024	03:06:07	apc064272	Unknown	Unknown	192.168.255.40

		RPDU 1* (SN:ZA1818021379)   	   	   	   	   	   	   	
Date	Time	Pwr.kW	Pwr Max.kW	Energy.kWh	Temp.C	Hum.%RH	Ph I.A	Ph I Max.A
06/14/2021	11:36:19	0.23	0.23	9484.9	   	   	1.5	1.5	
06/14/2021	11:26:19	0.23	0.23	9484.8	   	   	1.5	1.5	
06/14/2021	11:16:19	0.23	0.23	9484.8	   	   	1.5	1.5	
06/14/2021	11:06:19	0.23	0.23	9484.7	   	   	1.5	1.5	
06/14/2021	10:56:19	0.23	0.23	9484.7	   	   	1.5	1.5	
06/14/2021	10:46:19	0.23	0.23	9484.7	   	   	1.5	1.5	
06/14/2021	10:36:19	0.21	0.23	9484.6	   	   	1.4	1.5	
06/14/2021	10:26:19	0.21	0.23	9484.6	   	   	1.4	1.5	
06/14/2021	10:16:19	0.23	0.23	9484.6	   	   	1.5	1.5	
06/14/2021	10:06:19	0.23	0.23	9484.5	   	   	1.5	1.5	
06/14/2021	09:56:19	0.23	0.23	9484.5	   	   	1.5	1.5	
06/14/2021	09:46:19	0.23	0.23	9484.5	   	   	1.5	1.5	
06/14/2021	09:36:19	0.23	0.23	9484.4	   	   	1.5	1.5	
06/14/2021	09:26:18	0.23	0.23	9484.4	   	   	1.5	1.5	
06/14/2021	09:16:18	0.23	0.23	9484.3	   	   	1.5	1.5	
06/14/2021	09:06:18	0.23	0.23	9484.3	   	   	1.5	1.5	
06/14/2021	08:56:18	0.23	0.23	9484.3	   	   	1.5	1.5	
06/14/2021	08:46:18	0.23	0.23	9484.2	   	   	1.5	1.5	
06/14/2021	08:36:18	0.23	0.23	9484.2	   	   	1.5	1.5	
06/14/2021	08:26:18	0.23	0.23	9484.2	   	   	1.5	1.5	
06/14/2021	08:16:18	0.23	0.23	9484.1	   	   	1.5	1.5	
06/14/2021	08:06:18	0.23	0.23	9484.1	   	   	1.5	1.5	
06/14/2021	07:56:18	0.23	0.23	9484.0	   	   	1.5	1.5	
06/14/2021	07:46:18	0.23	0.23	9484.0	   	   	1.5	1.5	
06/14/2021	07:36:18	0.23	0.23	9484.0	   	   	1.5	1.5	
06/14/2021	07:26:18	0.23	0.23	9483.9	   	   	1.5	1.5	
06/14/2021	07:16:18	0.23	0.23	9483.9	   	   	1.5	1.5	
06/14/2021	07:06:18	0.23	0.23	9483.9	   	   	1.5	1.5	
06/14/2021	06:56:18	0.23	0.23	9483.8	   	   	1.5	1.5	
06/14/2021	06:46:18	0.21	0.23	9483.8	   	   	1.4	1.5	
06/14/2021	06:36:18	0.23	0.23	9483.7	   	   	1.5	1.5	
06/14/2021	06:26:18	0.23	0.23	9483.7	   	   	1.5	1.5	
06/14/2021	06:16:18	0.23	0.23	9483.7	   	   	1.5	1.5	
06/14/2021	06:06:18	0.23	0.23	9483.6	   	   	1.5	1.5	
06/14/2021	05:56:18	0.23	0.23	9483.6	   	   	1.5	1.5	
06/14/2021	05:46:18	0.23	0.23	9483.6	   	   	1.5	1.5	
06/14/2021	05:36:18	0.23	0.23	9483.5	   	   	1.5	1.5	
06/14/2021	05:26:18	0.23	0.23	9483.5	   	   	1.5	1.5	
06/14/2021	05:16:18	0.23	0.23	9483.5	   	   	1.5	1.5	
06/14/2021	05:06:18	0.23	0.23	9483.4	   	   	1.5	1.5	
06/14/2021	04:56:18	0.23	0.23	9483.4	   	   	1.5	1.5	
06/14/2021	04:46:17	0.23	0.23	9483.3	   	   	1.5	1.5	
06/14/2021	04:36:17	0.23	0.23	9483.3	   	   	1.5	1.5	
06/14/2021	04:26:17	0.23	0.23	9483.3	   	   	1.5	1.5	
06/14/2021	04:16:17	0.23	0.23	9483.2	   	   	1.5	1.5	
06/14/2021	04:06:17	0.23	0.23	9483.2	   	   	1.5	1.5	
06/14/2021	03:56:17	0.23	0.23	9483.2	   	   	1.5	1.5	
06/14/2021	03:46:17	0.23	0.23	9483.1	   	   	1.5	1.5	
06/14/2021	03:36:17	0.23	0.23	9483.1	   	   	1.5	1.5	
06/14/2021	03:26:17	0.23	0.23	9483.1	   	   	1.5	1.5	
06/14/2021	03:16:17	0.23	0.23	9483.0	   	   	1.5	1.5	
06/14/2021	03:06:17	0.23	0.23	9483.0	   	   	1.5	1.5	
06/14/2021	02:56:17	0.23	0.23	9482.9	   	   	1.5	1.5	
06/14/2021	02:46:17	0.23	0.23	9482.9	   	   	1.5	1.5	
06/14/2021	02:36:17	0.23	0.23	9482.9	   	   	1.5	1.5	
06/14/2021	02:26:17	0.23	0.23	9482.8	   	   	1.5	1.5	
06/14/2021	02:16:17	0.23	0.23	9482.8	   	   	1.5	1.5	
06/14/2021	02:06:17	0.23	0.23	9482.8	   	   	1.5	1.5	
06/14/2021	01:56:17	0.23	0.23	9482.7	   	   	1.5	1.5	
06/14/2021	01:46:17	0.23	0.23	9482.7	   	   	1.5	1.5	
06/14/2021	01:36:17	0.23	0.23	9482.6	   	   	1.5	1.5	
06/14/2021	01:26:17	0.23	0.23	9482.6	   	   	1.5	1.5	
06/14/2021	01:16:17	0.23	0.23	9482.6	   	   	1.5	1.5	
06/14/2021	01:06:17	0.23	0.23	9482.5	   	   	1.5	1.5	
06/14/2021	00:56:16	0.23	0.23	9482.5	   	   	1.5	1.5	
06/14/2021	00:46:16	0.23	0.23	9482.5	   	   	1.5	1.5	
06/14/2021	00:36:16	0.23	0.23	9482.4	   	   	1.5	1.5	
06/14/2021	00:26:16	0.23	0.23	9482.4	   	   	1.5	1.5	
06/14/2021	00:16:16	0.23	0.23	9482.4	   	   	1.5	1.5	
06/14/2021	00:06:16	0.23	0.23	9482.3	   	   	1.5	1.5	
06/13/2021	23:56:16	0.23	0.23	9482.3	   	   	1.5	1.5	
06/13/2021	23:46:16	0.23	0.23	9482.2	   	   	1.5	1.5	
06/13/2021	23:36:16	0.23	0.23	9482.2	   	   	1.5	1.5	
06/13/2021	23:26:16	0.23	0.23	9482.2	   	   	1.5	1.5	
06/13/2021	23:16:16	0.23	0.23	9482.1	   	   	1.5	1.5	
06/13/2021	23:06:16	0.23	0.23	9482.1	   	   	1.5	1.5	
06/13/2021	22:56:16	0.23	0.23	9482.1	   	   	1.5	1.5	
06/13/2021	22:46:16	0.23	0.23	9482.0	   	   	1.5	1.5	
06/13/2021	22:36:16	0.23	0.23	9482.0	   	   	1.5	1.5	
06/13/2021	22:26:16	0.23	0.23	9481.9	   	   	1.5	1.5	
06/13/2021	22:16:16	0.23	0.23	9481.9	   	   	1.5	1.5	
06/13/2021	22:06:16	0.23	0.23	9481.9	   	   	1.5	1.5	
06/13/2021	21:56:16	0.23	0.23	9481.8	   	   	1.5	1.5	
06/13/2021	21:46:16	0.22	0.23	9481.8	   	   	1.5	1.5	
06/13/2021	21:36:16	0.23	0.23	9481.8	   	   	1.5	1.5	
06/13/2021	21:26:16	0.23	0.23	9481.7	   	   	1.5	1.5	
06/13/2021	21:16:16	0.23	0.23	9481.7	   	   	1.5	1.5	
06/13/2021	21:06:16	0.23	0.23	9481.6	   	   	1.5	1.5	
06/13/2021	20:56:16	0.23	0.23	9481.6	   	   	1.5	1.5	
06/13/2021	20:46:16	0.23	0.23	9481.6	   	   	1.5	1.5	
06/13/2021	20:36:16	0.23	0.23	9481.5	   	   	1.5	1.5	
06/13/2021	20:26:15	0.23	0.23	9481.5	   	   	1.5	1.5	
06/13/2021	20:16:15	0.23	0.23	9481.5	   	   	1.5	1.5	
06/13/2021	20:06:15	0.23	0.23	9481.4	   	   	1.5	1.5	
06/13/2021	19:56:15	0.23	0.23	9481.4	   	   	1.5	1.5	
06/13/2021	19:46:15	0.23	0.23	9481.4	   	   	1.5	1.5	
06/13/2021	19:36:15	0.23	0.23	9481.3	   	   	1.5	1.5	
06/13/2021	19:26:15	0.23	0.23	9481.3	   	   	1.5	1.5	
06/13/2021	19:16:15	0.23	0.23	9481.2	   	   	1.5	1.5	
06/13/2021	19:06:15	0.21	0.23	9481.2	   	   	1.4	1.5	
06/13/2021	18:56:15	0.23	0.23	9481.2	   	   	1.5	1.5	
06/13/2021	18:46:15	0.21	0.23	9481.1	   	   	1.4	1.5	
06/13/2021	18:36:15	0.23	0.23	9481.1	   	   	1.5	1.5	
06/13/2021	18:26:15	0.23	0.23	9481.1	   	   	1.5	1.5	
06/13/2021	18:16:15	0.23	0.23	9481.0	   	   	1.5	1.5	
06/13/2021	18:06:15	0.23	0.23	9481.0	   	   	1.5	1.5	
06/13/2021	17:56:15	0.23	0.23	9480.9	   	   	1.5	1.5	
06/13/2021	17:46:15	0.23	0.23	9480.9	   	   	1.5	1.5	
06/13/2021	17:36:15	0.21	0.23	9480.9	   	   	1.4	1.5	
06/13/2021	17:26:15	0.21	0.23	9480.8	   	   	1.4	1.5	
06/13/2021	17:16:15	0.21	0.23	9480.8	   	   	1.4	1.5	
06/13/2021	17:06:15	0.23	0.23	9480.8	   	   	1.5	1.5	
06/13/2021	16:56:15	0.23	0.23	9480.7	   	   	1.5	1.5	
06/13/2021	16:46:15	0.23	0.23	9480.7	   	   	1.5	1.5	
06/13/2021	16:36:15	0.23	0.23	9480.7	   	   	1.5	1.5	
06/13/2021	16:26:15	0.23	0.23	9480.6	   	   	1.5	1.5	
06/13/2021	16:16:15	0.21	0.23	9480.6	   	   	1.4	1.5	
06/13/2021	16:06:15	0.21	0.23	9480.5	   	   	1.4	1.5	
06/13/2021	15:56:15	0.23	0.23	9480.5	   	   	1.5	1.5	
06/13/2021	15:46:15	0.23	0.23	9480.5	   	   	1.5	1.5	
06/13/2021	15:36:14	0.23	0.23	9480.4	   	   	1.5	1.5	
06/13/2021	15:26:14	0.23	0.23	9480.4	   	   	1.5	1.5	
06/13/2021	15:16:14	0.23	0.23	9480.4	   	   	1.5	1.5	
06/13/2021	15:06:14	0.23	0.23	9480.3	   	   	1.5	1.5	
06/13/2021	14:56:14	0.23	0.23	9480.3	   	   	1.5	1.5	
06/13/2021	14:46:14	0.21	0.23	9480.3	   	   	1.4	1.5	
06/13/2021	14:36:14	0.23	0.23	9480.2	   	   	1.5	1.5	
06/13/2021	14:26:14	0.23	0.23	9480.2	   	   	1.5	1.5	
06/13/2021	14:16:14	0.23	0.23	9480.1	   	   	1.5	1.5	
06/13/2021	14:06:14	0.23	0.23	9480.1	   	   	1.5	1.5	
06/13/2021	13:56:14	0.23	0.23	9480.1	   	   	1.5	1.5	
06/13/2021	13:46:14	0.23	0.23	9480.0	   	   	1.5	1.5	
06/13/2021	13:36:14	0.21	0.23	9480.0	   	   	1.4	1.5	
06/13/2021	13:26:14	0.23	0.23	9480.0	   	   	1.5	1.5	
06/13/2021	13:16:14	0.23	0.23	9479.9	   	   	1.5	1.5	
06/13/2021	13:06:14	0.23	0.23	9479.9	   	   	1.5	1.5	
06/13/2021	12:56:14	0.23	0.23	9479.8	   	   	1.5	1.5	
06/13/2021	12:46:14	0.23	0.23	9479.8	   	   	1.5	1.5	
06/13/2021	12:36:14	0.23	0.23	9479.8	   	   	1.5	1.5	
06/13/2021	12:26:14	0.23	0.23	9479.7	   	   	1.5	1.5	
06/13/2021	12:16:14	0.23	0.23	9479.7	   	   	1.5	1.5	
06/13/2021	12:06:14	0.23	0.23	9479.7	   	   	1.5	1.5	
06/13/2021	11:56:14	0.23	0.23	9479.6	   	   	1.5	1.5	
06/13/2021	11:46:14	0.23	0.23	9479.6	   	   	1.5	1.5	
06/13/2021	11:36:14	0.23	0.23	9479.5	   	   	1.5	1.5	
06/13/2021	11:26:14	0.23	0.23	9479.5	   	   	1.5	1.5	
06/13/2021	11:16:13	0.23	0.23	9479.5	   	   	1.5	1.5	
06/13/2021	11:06:13	0.23	0.23	9479.4	   	   	1.5	1.5	
06/13/2021	10:56:13	0.23	0.23	9479.4	   	   	1.5	1.5	
06/13/2021	10:46:13	0.23	0.23	9479.4	   	   	1.5	1.5	
06/13/2021	10:36:13	0.23	0.23	9479.3	   	   	1.5	1.5	
06/13/2021	10:26:13	0.23	0.23	9479.3	   	   	1.5	1.5	
06/13/2021	10:16:13	0.23	0.23	9479.3	   	   	1.5	1.5	
06/13/2021	10:06:13	0.23	0.23	9479.2	   	   	1.5	1.5	
06/13/2021	09:56:13	0.23	0.23	9479.2	   	   	1.5	1.5	
06/13/2021	09:46:13	0.23	0.23	9479.1	   	   	1.5	1.5	
06/13/2021	09:36:13	0.23	0.23	9479.1	   	   	1.5	1.5	
06/13/2021	09:26:13	0.23	0.23	9479.1	   	   	1.5	1.5	
06/13/2021	09:16:13	0.23	0.23	9479.0	   	   	1.5	1.5	
06/13/2021	09:06:13	0.23	0.23	9479.0	   	   	1.5	1.5	
06/13/2021	08:56:13	0.23	0.23	9479.0	   	   	1.5	1.5	
06/13/2021	08:46:13	0.23	0.23	9478.9	   	   	1.5	1.5	
06/13/2021	08:36:13	0.23	0.23	9478.9	   	   	1.5	1.5	
06/13/2021	08:26:13	0.23	0.23	9478.8	   	   	1.5	1.5	
06/13/2021	08:16:13	0.23	0.23	9478.8	   	   	1.5	1.5	
06/13/2021	08:06:13	0.23	0.23	9478.8	   	   	1.5	1.5	
06/13/2021	07:56:13	0.23	0.23	9478.7	   	   	1.5	1.5	
06/13/2021	07:46:13	0.23	0.23	9478.7	   	   	1.5	1.5	
06/13/2021	07:36:13	0.23	0.23	9478.7	   	   	1.5	1.5	
06/13/2021	07:26:13	0.23	0.23	9478.6	   	   	1.5	1.5	
06/13/2021	07:16:13	0.23	0.23	9478.6	   	   	1.5	1.5	
06/13/2021	07:06:13	0.23	0.23	9478.5	   	   	1.5	1.5	
06/13/2021	06:56:12	0.23	0.23	9478.5	   	   	1.5	1.5	
06/13/2021	06:46:12	0.23	0.23	9478.5	   	   	1.5	1.5	
06/13/2021	06:36:12	0.23	0.23	9478.4	   	   	1.5	1.5	
06/13/2021	06:26:12	0.23	0.23	9478.4	   	   	1.5	1.5	
06/13/2021	06:16:12	0.23	0.23	9478.4	   	   	1.5	1.5	
06/13/2021	06:06:12	0.23	0.23	9478.3	   	   	1.5	1.5	
06/13/2021	05:56:12	0.23	0.23	9478.3	   	   	1.5	1.5	
06/13/2021	05:46:12	0.23	0.23	9478.2	   	   	1.5	1.5	
06/13/2021	05:36:12	0.22	0.23	9478.2	   	   	1.5	1.5	
06/13/2021	05:26:12	0.23	0.23	9478.2	   	   	1.5	1.5	
06/13/2021	05:16:12	0.23	0.23	9478.1	   	   	1.5	1.5	
06/13/2021	05:06:12	0.23	0.23	9478.1	   	   	1.5	1.5	
06/13/2021	04:56:12	0.23	0.23	9478.1	   	   	1.5	1.5	
06/13/2021	04:46:12	0.23	0.23	9478.0	   	   	1.5	1.5	
06/13/2021	04:36:12	0.23	0.23	9478.0	   	   	1.5	1.5	
06/13/2021	04:26:12	0.22	0.23	9477.9	   	   	1.5	1.5	
06/13/2021	04:16:12	0.23	0.23	9477.9	   	   	1.5	1.5	
06/13/2021	04:06:12	0.23	0.23	9477.9	   	   	1.5	1.5	
06/13/2021	03:56:12	0.23	0.23	9477.8	   	   	1.5	1.5	
06/13/2021	03:46:12	0.23	0.23	9477.8	   	   	1.5	1.5	
06/13/2021	03:36:12	0.23	0.23	9477.8	   	   	1.5	1.5	
06/13/2021	03:26:12	0.23	0.23	9477.7	   	   	1.5	1.5	
06/13/2021	03:16:12	0.23	0.23	9477.7	   	   	1.5	1.5	
06/13/2021	03:06:12	0.23	0.23	9477.7	   	   	1.5	1.5	
06/13/2021	02:56:12	0.23	0.23	9477.6	   	   	1.5	1.5	
06/13/2021	02:46:12	0.23	0.23	9477.6	   	   	1.5	1.5	
06/13/2021	02:36:12	0.23	0.23	9477.5	   	   	1.5	1.5	
06/13/2021	02:26:12	0.23	0.23	9477.5	   	   	1.5	1.5	
06/13/2021	02:16:12	0.23	0.23	9477.5	   	   	1.5	1.5	
06/13/2021	02:06:11	0.23	0.23	9477.4	   	   	1.5	1.5	
06/13/2021	01:56:11	0.22	0.23	9477.4	   	   	1.5	1.5	
06/13/2021	01:46:11	0.23	0.23	9477.4	   	   	1.5	1.5	
06/13/2021	01:36:11	0.23	0.23	9477.3	   	   	1.5	1.5	
06/13/2021	01:26:11	0.23	0.23	9477.3	   	   	1.5	1.5	
06/13/2021	01:16:11	0.23	0.23	9477.2	   	   	1.5	1.5	
06/13/2021	01:06:11	0.23	0.23	9477.2	   	   	1.5	1.5	
06/13/2021	00:56:11	0.23	0.23	9477.2	   	   	1.5	1.5	
06/13/2021	00:46:11	0.23	0.23	9477.1	   	   	1.5	1.5	
06/13/2021	00:36:11	0.23	0.23	9477.1	   	   	1.5	1.5	
06/13/2021	00:26:11	0.22	0.23	9477.1	   	   	1.5	1.5	
06/13/2021	00:16:11	0.22	0.23	9477.0	   	   	1.5	1.5	
06/13/2021	00:06:11	0.23	0.23	9477.0	   	   	1.5	1.5	
06/12/2021	23:56:11	0.23	0.23	9476.9	   	   	1.5	1.5	
06/12/2021	23:46:11	0.23	0.23	9476.9	   	   	1.5	1.5	
06/12/2021	23:36:11	0.23	0.23	9476.9	   	   	1.5	1.5	
06/12/2021	23:26:11	0.23	0.23	9476.8	   	   	1.5	1.5	
06/12/2021	23:16:11	0.23	0.23	9476.8	   	   	1.5	1.5	
06/12/2021	23:06:11	0.23	0.23	9476.8	   	   	1.5	1.5	
06/12/2021	22:56:11	0.23	0.23	9476.7	   	   	1.5	1.5	
06/12/2021	22:46:11	0.23	0.23	9476.7	   	   	1.5	1.5	
06/12/2021	22:36:11	0.23	0.23	9476.7	   	   	1.5	1.5	
06/12/2021	22:26:11	0.23	0.23	9476.6	   	   	1.5	1.5	
06/12/2021	22:16:11	0.23	0.23	9476.6	   	   	1.5	1.5	
06/12/2021	22:06:11	0.23	0.23	9476.5	   	   	1.5	1.5	
06/12/2021	21:56:11	0.23	0.23	9476.5	   	   	1.5	1.5	
06/12/2021	21:46:11	0.23	0.23	9476.5	   	   	1.5	1.5	
06/12/2021	21:36:11	0.23	0.23	9476.4	   	   	1.5	1.5	
06/12/2021	21:26:10	0.22	0.23	9476.4	   	   	1.5	1.5	
06/12/2021	21:16:10	0.23	0.23	9476.4	   	   	1.5	1.5	
06/12/2021	21:06:10	0.23	0.23	9476.3	   	   	1.5	1.5	
06/12/2021	20:56:10	0.23	0.23	9476.3	   	   	1.5	1.5	
06/12/2021	20:46:10	0.23	0.23	9476.2	   	   	1.5	1.5	
06/12/2021	20:36:10	0.23	0.23	9476.2	   	   	1.5	1.5	
06/12/2021	20:26:10	0.23	0.23	9476.2	   	   	1.5	1.5	
06/12/2021	20:16:10	0.23	0.23	9476.1	   	   	1.5	1.5	
06/12/2021	20:06:10	0.23	0.23	9476.1	   	   	1.5	1.5	
06/12/2021	19:56:10	0.23	0.23	9476.1	   	   	1.5	1.5	
06/12/2021	19:46:10	0.23	0.23	9476.0	   	   	1.5	1.5	
06/12/2021	19:36:10	0.23	0.23	9476.0	   	   	1.5	1.5	
06/12/2021	19:26:10	0.23	0.23	9476.0	   	   	1.5	1.5	
06/12/2021	19:16:10	0.23	0.23	9475.9	   	   	1.5	1.5	
06/12/2021	19:06:10	0.23	0.23	9475.9	   	   	1.5	1.5	
06/12/2021	18:56:10	0.23	0.23	9475.8	   	   	1.5	1.5	
06/12/2021	18:46:10	0.23	0.23	9475.8	   	   	1.5	1.5	
06/12/2021	18:36:10	0.23	0.23	9475.8	   	   	1.5	1.5	
06/12/2021	18:26:10	0.23	0.23	9475.7	   	   	1.5	1.5	
06/12/2021	18:16:10	0.23	0.23	9475.7	   	   	1.5	1.5	
06/12/2021	18:06:10	0.23	0.23	9475.7	   	   	1.5	1.5	
06/12/2021	17:56:10	0.23	0.23	9475.6	   	   	1.5	1.5	
06/12/2021	17:46:10	0.23	0.23	9475.6	   	   	1.5	1.5	
06/12/2021	17:36:10	0.23	0.23	9475.5	   	   	1.5	1.5	
06/12/2021	17:26:10	0.23	0.23	9475.5	   	   	1.5	1.5	
06/12/2021	17:16:10	0.23	0.23	9475.5	   	   	1.5	1.5	
06/12/2021	17:06:10	0.23	0.23	9475.4	   	   	1.5	1.5	
06/12/2021	16:56:10	0.23	0.23	9475.4	   	   	1.5	1.5	
06/12/2021	16:46:09	0.23	0.23	9475.4	   	   	1.5	1.5	
06/12/2021	16:36:09	0.23	0.23	9475.3	   	   	1.5	1.5	
06/12/2021	16:26:09	0.23	0.23	9475.3	   	   	1.5	1.5	
06/12/2021	16:16:09	0.23	0.23	9475.2	   	   	1.5	1.5	
06/12/2021	16:06:09	0.23	0.23	9475.2	   	   	1.5	1.5	
06/12/2021	15:56:09	0.23	0.23	9475.2	   	   	1.5	1.5	
06/12/2021	15:46:09	0.23	0.23	9475.1	   	   	1.5	1.5	
06/12/2021	15:36:09	0.23	0.23	9475.1	   	   	1.5	1.5	
06/12/2021	15:26:09	0.23	0.23	9475.1	   	   	1.5	1.5	
06/12/2021	15:16:09	0.23	0.23	9475.0	   	   	1.5	1.5	
06/12/2021	15:06:09	0.23	0.23	9475.0	   	   	1.5	1.5	
06/12/2021	14:56:09	0.21	0.23	9475.0	   	   	1.4	1.5	
06/12/2021	14:46:09	0.23	0.23	9474.9	   	   	1.5	1.5	
06/12/2021	14:36:09	0.23	0.23	9474.9	   	   	1.5	1.5	
06/12/2021	14:26:09	0.23	0.23	9474.8	   	   	1.5	1.5	
06/12/2021	14:16:09	0.23	0.23	9474.8	   	   	1.5	1.5	
06/12/2021	14:06:09	0.23	0.23	9474.8	   	   	1.5	1.5	
06/12/2021	13:56:09	0.23	0.23	9474.7	   	   	1.5	1.5	
06/12/2021	13:46:09	0.23	0.23	9474.7	   	   	1.5	1.5	
06/12/2021	13:36:09	0.23	0.23	9474.7	   	   	1.5	1.5	
06/12/2021	13:26:09	0.23	0.23	9474.6	   	   	1.5	1.5	
06/12/2021	13:16:09	0.23	0.23	9474.6	   	   	1.5	1.5	
06/12/2021	13:06:09	0.23	0.23	9474.5	   	   	1.5	1.5	
06/12/2021	12:56:09	0.23	0.23	9474.5	   	   	1.5	1.5	
06/12/2021	12:46:09	0.23	0.23	9474.5	   	   	1.5	1.5	
06/12/2021	12:36:09	0.23	0.23	9474.4	   	   	1.5	1.5	
06/12/2021	12:26:09	0.23	0.23	9474.4	   	   	1.5	1.5	
06/12/2021	12:16:08	0.23	0.23	9474.4	   	   	1.5	1.5	
06/12/2021	12:06:08	0.23	0.23	9474.3	   	   	1.5	1.5	
06/12/2021	11:56:08	0.23	0.23	9474.3	   	   	1.5	1.5	
06/12/2021	11:46:08	0.23	0.23	9474.3	   	   	1.5	1.5	
06/12/2021	11:36:08	0.23	0.23	9474.2	   	   	1.5	1.5	
06/12/2021	11:26:08	0.23	0.23	9474.2	   	   	1.5	1.5	
06/12/2021	11:16:08	0.23	0.23	9474.1	   	   	1.5	1.5	
06/12/2021	11:06:08	0.23	0.23	9474.1	   	   	1.5	1.5	
06/12/2021	10:56:08	0.23	0.23	9474.1	   	   	1.5	1.5	
06/12/2021	10:46:08	0.23	0.23	9474.0	   	   	1.5	1.5	
06/12/2021	10:36:08	0.23	0.23	9474.0	   	   	1.5	1.5	
06/12/2021	10:26:08	0.23	0.23	9474.0	   	   	1.5	1.5	
06/12/2021	10:16:08	0.23	0.23	9473.9	   	   	1.5	1.5	
06/12/2021	10:06:08	0.23	0.23	9473.9	   	   	1.5	1.5	
06/12/2021	09:56:08	0.23	0.23	9473.8	   	   	1.5	1.5	
06/12/2021	09:46:08	0.23	0.23	9473.8	   	   	1.5	1.5	
06/12/2021	09:36:08	0.23	0.23	9473.8	   	   	1.5	1.5	
06/12/2021	09:26:08	0.23	0.23	9473.7	   	   	1.5	1.5	
06/12/2021	09:16:08	0.23	0.23	9473.7	   	   	1.5	1.5	
06/12/2021	09:06:08	0.23	0.23	9473.7	   	   	1.5	1.5	
06/12/2021	08:56:08	0.23	0.23	9473.6	   	   	1.5	1.5	
06/12/2021	08:46:08	0.23	0.23	9473.6	   	   	1.5	1.5	
06/12/2021	08:36:08	0.23	0.23	9473.5	   	   	1.5	1.5	
06/12/2021	08:26:08	0.23	0.23	9473.5	   	   	1.5	1.5	
06/12/2021	08:16:08	0.23	0.23	9473.5	   	   	1.5	1.5	
06/12/2021	08:06:08	0.23	0.23	9473.4	   	   	1.5	1.5	
06/12/2021	07:56:08	0.23	0.23	9473.4	   	   	1.5	1.5	
06/12/2021	07:46:07	0.23	0.23	9473.4	   	   	1.5	1.5	
06/12/2021	07:36:07	0.23	0.23	9473.3	   	   	1.5	1.5	
06/12/2021	07:26:07	0.23	0.23	9473.3	   	   	1.5	1.5	
06/12/2021	07:16:07	0.23	0.23	9473.2	   	   	1.5	1.5	
06/12/2021	07:06:07	0.23	0.23	9473.2	   	   	1.5	1.5	
